Date,Dew Point,Humidity,Max Wind Speed,Pressure,Rain,Rainfall,Solar Radiation,Sunshine Hours,Temperature,Visibility,Wind Direction,Wind Speed,Walking
2019-01-01,,75.71682602831491,3.895730145175066,1019.7550606472388,,14.247547358083704,15.03103060783271,,7.060070431617943,2.760869565217391,220.23856834677218,13.757731254260396,4.674525967755573
2019-01-02,,70.45609038123196,2.016244057052301,1032.481868637071,,13.653581536718155,12.865590968127616,,4.094968467967507,2.2208333333333337,225.92619038332086,12.49575058804175,22.41121031746032
2019-01-03,,76.89316832428007,2.075666936135812,1029.1617267786721,,12.849980392156873,11.683777480651658,,2.154854159654165,2.3625000000000003,207.74829098320876,11.530437746164283,21.171064814814816
2019-01-04,,79.46679797996443,2.9170555108608225,1026.786622034819,,13.374469387755113,14.259313724950399,,4.765182807622745,1.745833333333333,216.73318829071033,12.13631368338085,19.326108865423745
2019-01-05,,78.00676305304631,2.8915156507413524,1027.0016696028852,,12.849980392156873,4.961449145935457,,4.569924330815025,2.2,224.12509308234166,12.154389979098134,22.029838466183577
2019-01-06,,86.68080769274796,4.172438443208892,1023.380576077783,,13.37866623228311,14.742434118055545,,7.789895721526165,1.3175,218.75604460879006,12.770321692510974,9.655150507172566
2019-01-07,,80.79534918409158,5.888258471237204,1013.8750909781706,,13.661218781512964,4.028749349702382,,9.640408874749125,2.0820833333333333,220.57224284742347,14.155501167051943,16.1986531986532
2019-01-08,,73.08383187758984,5.286939417781276,1021.9559827477536,,13.660577647785827,29.667740038194456,,5.972321122991597,2.4695652173913043,231.29143831762835,14.148343560080727,16.66177398989899
2019-01-09,,77.40129414859759,2.611700182815356,1025.1834119542862,,13.68370952874959,9.67541598924732,,4.100147218365078,4.388888888888889,229.66641483152978,13.15652860916461,16.43802079548482
2019-01-10,,84.48153773356782,5.522679580306703,1024.4642356089707,,13.951647032893847,5.781612149953506,,5.967989173728379,1.337,222.45652247996458,13.29955917525658,16.928369218500798
2019-01-11,,82.52576531259975,4.000793021411579,1024.1348535957638,,14.246717391304358,7.725753245496549,,6.902702900241725,2.9761904761904763,223.34991269332767,13.178259860952597,19.443815346446925
2019-01-12,,82.05210290920405,7.854256165473356,1010.5366717633736,,14.571081888981654,5.953868495969756,,9.273249821321693,2.63304347826087,228.64898794031402,15.449514363534977,20.339124374803877
2019-01-13,,75.24364671949168,8.489858906525573,1001.9114936449508,,14.568224158666327,18.569706774047024,,9.57265782751349,2.791304347826088,237.35294367180398,16.14248541871906,11.56231614389509
2019-01-14,,83.20004629913277,2.47906050955414,1011.540147342708,,14.589499117869044,17.324148843720685,,5.696915151249001,2.7458333333333336,216.67636765898865,13.43935070713931,16.003002442263007
2019-01-15,,76.70328266145424,5.280932896890344,1005.1590807569465,,14.895206976178912,26.62352524277376,,9.306860576994083,3.62608695652174,221.33483455640462,15.126030286001443,17.8747237526783
2019-01-16,,78.11624768047028,4.934499999999997,993.4474286603611,,13.95539016637991,25.24314975636363,,6.673292722014527,4.214285714285714,217.58247700475243,14.262721067853464,17.1229464979465
2019-01-17,,74.04201703189193,4.014052583862189,1004.2563995626332,,14.582710431819985,20.19538934960938,,2.0174069612616443,3.955555555555556,231.8985747436974,14.408028605764333,15.586651800497417
2019-01-18,,77.8085832760195,2.958187435633369,1007.6928830516533,,13.655901093103859,23.0594016248818,,1.5296753515177215,2.091666666666667,176.0144500609851,12.958379835157203,22.3529793337167
2019-01-19,,85.87989854303136,2.21888045540797,998.4299841682661,,13.653378891941403,6.756202947393838,,2.8936384548860645,0.51,183.8729785029011,12.800541716790272,23.776493572905498
2019-01-20,,85.14687792677842,2.563824289405681,1006.823549560891,,13.656032875774125,23.6819944753974,,3.745996362626893,0.7287500000000001,204.53316009458987,12.380538844112296,11.73508090858837
2019-01-21,,85.31263963674144,2.873920863309352,1002.557913338619,,12.853745186884774,19.294250129544277,,1.8784404802980363,1.6958333333333335,192.02545171449742,11.649905480717822,17.687093837535013
2019-01-22,,83.45722917263565,4.596007789678671,977.5027091507966,,13.386369475938537,22.754098191421495,,2.128817894252034,3.083333333333333,221.00196694244568,10.854690006554538,15.909511784511785
2019-01-23,,83.45489983583657,2.923705722070844,979.7614002652448,,12.851681930374584,61.82606534722223,,-0.4373924975503953,2.6625,222.04864788166455,12.143582679899678,15.847117003367003
2019-01-24,,86.07493331106562,2.3403296703296714,989.6272285310474,,13.381687037717636,37.08415184027778,,1.8125460997902167,1.0058333333333334,214.85861215662482,12.302913895264913,18.426872895622896
2019-01-25,,86.8981117452589,6.535020080321294,985.0512390811374,,13.672309088086408,16.45951914583333,,7.562883996124401,2.79625,230.09813839066683,13.969085999220528,18.49989478114478
2019-01-26,,82.24268442095129,3.9962705984388487,972.2765561915162,,14.247057065217403,17.06050356515602,,8.693790816007994,3.12,226.87305864841176,14.707218111239197,23.276304713804713
2019-01-27,,77.35044412476721,5.8964202334630365,970.6721007019183,,13.754742476931229,20.89131733735841,,3.64916286572627,4.2,241.47889812613684,15.321401903447986,9.779198232323232
